motorID,veh_value,MotorType,PolicyStart,PolicyEnd,exposure,clm,numclaims,claimcst0,v_body,v_age,LastClaimDate
4250,0.45,Single,17/01/2019,17/01/2020,0.845995893,0,0,0,SEDAN,4,
9751,1.39,Bundle,07/03/2019,07/03/2020,0.845995893,0,0,0,HBACK,1,
7181,0.74,Bundle,17/02/2019,17/02/2020,0.898015058,0,0,0,SEDAN,4,
9537,1.67,Bundle,03/06/2019,03/06/2020,0.432580424,0,0,0,SEDAN,3,
3339,0.96,Bundle,08/07/2019,08/07/2020,0.219028063,0,0,0,SEDAN,3,
5721,0.44,Bundle,26/08/2019,26/08/2020,0.511978097,0,0,0,SEDAN,4,
4577,1.51,Bundle,24/01/2019,24/01/2020,0.898015058,0,0,0,STNWG,4,
1192,1.5,Bundle,01/04/2019,01/04/2020,0.219028063,0,0,0,HBACK,1,
9826,1.51,Bundle,26/02/2019,26/02/2020,0.780287474,1,1,4791.479996,SEDAN,3,07/03/2019
4752,3.19,Bundle,18/12/2019,18/12/2020,0.898015058,0,0,0,STNWG,1,
8558,1.39,Bundle,22/04/2019,22/04/2020,0.290212183,0,0,0,SEDAN,3,
1447,0.44,Single,15/10/2019,15/10/2020,0.698151951,0,0,0,HBACK,4,
8343,1.29,Bundle,17/04/2019,17/04/2020,0.876112252,0,0,0,SEDAN,3,
4483,1.36,Single,17/06/2019,17/06/2020,0.156057495,0,0,0,SEDAN,2,
8266,1.71,Bundle,23/02/2019,23/02/2020,0.758384668,0,0,0,SEDAN,2,
7520,1.36,Bundle,16/03/2019,16/03/2020,0.323066393,0,0,0,SEDAN,2,
7552,2.75,Bundle,29/10/2019,29/10/2020,0.114989733,1,1,200,STNWG,1,22/01/2020
7394,0.85,Bundle,05/10/2019,05/10/2020,0.898015058,1,1,1683.779999,HBACK,3,25/10/2019
4506,1.46,Bundle,10/10/2019,10/10/2020,0.898015058,0,0,0,SEDAN,2,
6741,0.6,Bundle,08/11/2019,08/11/2020,0.509240246,1,1,1820.339996,HBACK,4,21/01/2020
7353,4.349,Bundle,13/05/2019,13/05/2020,0.290212183,1,1,2246.022999,UTE,1,23/06/2019
2183,0.36,Bundle,30/11/2019,30/11/2020,0.062970568,0,0,0,HBACK,4,
4865,1.349,Bundle,07/11/2019,07/11/2020,0.783025325,0,0,0,HBACK,1,
7360,0.71,Bundle,10/01/2019,10/01/2020,0.134154689,0,0,0,SEDAN,4,
9911,1.29,Single,21/07/2019,21/07/2020,0.136892539,0,0,0,HBACK,2,
8863,1.33,Bundle,02/11/2019,02/11/2020,0.509240246,0,0,0,HBACK,3,
6977,1.21,Bundle,02/09/2019,02/09/2020,0.216290212,0,0,0,HBACK,3,
1922,1.3,Single,12/05/2019,12/05/2020,0.216290212,0,0,0,SEDAN,3,
4504,1.15,Bundle,13/11/2019,13/11/2020,0.59137577,0,0,0,HBACK,3,
3890,0.8,Bundle,24/06/2019,24/06/2020,0.229979466,0,0,0,HBACK,4,
7586,1.73,Bundle,25/03/2019,25/03/2020,0.506502396,0,0,0,STNWG,3,
9882,1.15,Bundle,23/07/2019,23/07/2020,0.251882272,0,0,0,STNWG,3,
6391,1.83,Bundle,01/05/2019,01/05/2020,0.59137577,0,0,0,HBACK,1,
7930,2.35,Bundle,20/10/2019,20/10/2020,0.432580424,0,0,0,SEDAN,2,
8674,2.52,Single,23/05/2019,23/05/2020,0.815879535,0,0,0,TRUCK,3,
8022,0.9,Bundle,05/03/2019,05/03/2020,0.079397673,0,0,0,HBACK,3,
6223,1.3,Bundle,25/12/2019,25/12/2020,0.837782341,0,0,0,HBACK,1,
7337,0.93,Bundle,05/10/2019,05/10/2020,0.265571526,0,0,0,HBACK,3,
1556,2.56,Bundle,19/11/2019,19/11/2020,0.298425736,0,0,0,STNWG,3,
1242,1.24,Bundle,28/03/2019,28/03/2020,0.837782341,1,1,389.9499998,HBACK,2,26/09/2019
9879,0.39,Bundle,29/06/2019,29/06/2020,0.837782341,0,0,0,HBACK,4,
4924,3.17,Bundle,04/07/2019,04/07/2020,0.235455168,0,0,0,UTE,1,
5349,0.84,Bundle,23/09/2019,23/09/2020,0.632443532,0,0,0,HBACK,3,
9681,0.9,Bundle,09/09/2019,09/09/2020,0.391512663,0,0,0,HBACK,3,
5650,1.57,Bundle,07/07/2019,07/07/2020,0.060232717,0,0,0,SEDAN,1,
3999,3.48,Bundle,22/03/2019,22/03/2020,0.506502396,0,0,0,SEDAN,1,
9909,0.77,Bundle,26/07/2019,26/07/2020,0.109514032,0,0,0,HBACK,4,
7513,0.31,Bundle,09/04/2019,09/04/2020,0.013689254,0,0,0,HBACK,4,
3252,1.67,Bundle,20/03/2019,20/03/2020,0.027378508,0,0,0,HBACK,1,
2725,1.61,Bundle,04/06/2019,04/06/2020,0.506502396,0,0,0,SEDAN,2,
6513,1.18,Bundle,13/12/2019,13/12/2020,0.506502396,0,0,0,STNWG,4,
1370,0.99,Bundle,30/07/2019,30/07/2020,0.213552361,0,0,0,HBACK,2,
7686,2.11,Bundle,03/03/2019,03/03/2020,0.254620123,0,0,0,HBACK,2,
1855,1.96,Single,12/02/2019,12/02/2020,0.213552361,0,0,0,SEDAN,2,
9473,0.78,Bundle,22/11/2019,22/11/2020,0.506502396,0,0,0,HBACK,3,
4746,1.349,Single,13/02/2019,13/02/2020,0.506502396,1,1,200,HBACK,1,22/04/2019
8661,0.41,Bundle,20/02/2019,20/02/2020,0.199863108,0,0,0,HBACK,4,
6562,2.7,Bundle,27/05/2019,27/05/2020,0.213552361,0,0,0,UTE,3,
3448,5.45,Bundle,28/06/2019,28/06/2020,0.599589322,0,0,0,SEDAN,4,
2589,0.93,Bundle,26/05/2019,26/05/2020,0.884325804,0,0,0,HBACK,3,
6069,0.79,Single,08/07/2019,08/07/2020,0.394250513,1,1,353.77,HBACK,3,09/02/2020
6927,1.22,Bundle,30/08/2019,30/08/2020,0.506502396,0,0,0,STNWG,4,
4640,1.29,Bundle,01/04/2019,01/04/2020,0.057494867,1,1,353.77,HDTOP,4,16/12/2019
5755,2.38,Bundle,18/01/2019,18/01/2020,0.213552361,0,0,0,SEDAN,2,
9194,1.09,Bundle,03/09/2019,03/09/2020,0.599589322,0,0,0,TRUCK,3,
9116,1.83,Bundle,31/08/2019,31/08/2020,0.602327173,0,0,0,SEDAN,1,
1657,0.34,Bundle,15/11/2019,15/11/2020,0.599589322,0,0,0,STNWG,4,
3209,1.21,Bundle,03/03/2019,03/03/2020,0.599589322,1,1,1702.759998,HBACK,2,25/10/2019
2293,2.75,Bundle,10/09/2019,10/09/2020,0.224503765,0,0,0,STNWG,3,
5942,1.86,Bundle,05/07/2019,05/07/2020,0.213552361,0,0,0,HBACK,1,
2606,1.17,Bundle,07/10/2019,07/10/2020,0.199863108,0,0,0,SEDAN,3,
5891,1.47,Bundle,11/07/2019,11/07/2020,0.295687885,0,0,0,SEDAN,2,
6694,1.75,Bundle,20/02/2019,20/02/2020,0.577686516,0,0,0,SEDAN,2,
9937,2.75,Bundle,29/08/2019,29/08/2020,0.596851472,0,0,0,STNWG,3,
8290,1.349,Bundle,25/10/2019,25/10/2020,0.785763176,0,0,0,HBACK,1,
4497,0.95,Bundle,11/01/2019,11/01/2020,0.703627652,0,0,0,HBACK,3,
5656,0.71,Bundle,24/07/2019,24/07/2020,0.824093087,0,0,0,HBACK,4,
8483,1.72,Bundle,24/11/2019,24/11/2020,0.468172485,0,0,0,UTE,2,
3497,1.14,Bundle,15/11/2019,15/11/2020,0.396988364,0,0,0,SEDAN,3,
9033,1.77,Bundle,13/02/2019,13/02/2020,0.396988364,0,0,0,HBACK,1,
8280,1.02,Bundle,04/04/2019,04/04/2020,0.83504449,0,0,0,HBACK,4,
3298,2.01,Bundle,04/10/2019,04/10/2020,0.410677618,0,0,0,HBACK,1,
4241,3.74,Bundle,23/10/2019,23/10/2020,0.369609856,0,0,0,STNWG,2,
2280,0.84,Bundle,26/12/2019,26/12/2020,0.016427105,0,0,0,HBACK,3,
2122,1.71,Bundle,30/05/2019,30/05/2020,0.369609856,0,0,0,SEDAN,2,
5769,3.3,Bundle,19/12/2019,19/12/2020,0.83504449,0,0,0,SEDAN,1,
4072,1.43,Bundle,24/09/2019,24/09/2020,0.887063655,0,0,0,SEDAN,3,
8671,1.26,Bundle,09/09/2019,09/09/2020,0.232717317,0,0,0,SEDAN,3,
6648,1.71,Bundle,23/12/2019,23/12/2020,0.563997262,0,0,0,SEDAN,2,
7242,1.23,Bundle,10/08/2019,10/08/2020,0.887063655,0,0,0,HBACK,2,
2602,5.6,Bundle,08/08/2019,08/08/2020,0.030116359,0,0,0,STNWG,1,
5324,1.559,Bundle,23/09/2019,23/09/2020,0.791238878,1,1,393.7999997,HBACK,1,23/06/2020
2672,4.11,Bundle,02/10/2019,02/10/2020,0.887063655,1,1,837.1999989,STNWG,1,09/03/2020
9662,1.83,Bundle,18/05/2019,18/05/2020,0.112251882,0,0,0,SEDAN,3,
2151,1.53,Bundle,01/01/2019,01/01/2020,0.993839836,0,0,0,HBACK,3,
8117,2.46,Bundle,16/08/2019,16/08/2020,0.709103354,0,0,0,SEDAN,2,
3911,1.69,Bundle,25/07/2019,25/07/2020,0.210814511,0,0,0,COUPE,3,
9889,1.5,Bundle,30/05/2019,30/05/2020,0.210814511,0,0,0,SEDAN,3,
2299,0.22,Bundle,11/08/2019,11/08/2020,0.405201917,0,0,0,HBACK,4,
1511,1.28,Bundle,25/06/2019,25/06/2020,0.052019165,0,0,0,HBACK,2,
6477,2.05,Bundle,04/12/2019,04/12/2020,0.503764545,0,0,0,SEDAN,2,
8103,1.06,Bundle,29/09/2019,29/09/2020,0.303901437,0,0,0,HBACK,3,
1204,3.26,Bundle,12/11/2019,12/11/2020,0.569472964,0,0,0,UTE,2,
2914,4.14,Bundle,15/06/2019,15/06/2020,0.317590691,0,0,0,STNWG,2,
4423,0.72,Bundle,13/02/2019,13/02/2020,0.648870637,0,0,0,HBACK,4,
2471,0.27,Bundle,21/12/2019,21/12/2020,0.45174538,0,0,0,HBACK,4,
6802,3.86,Bundle,07/10/2019,07/10/2020,0.594113621,0,0,0,STNWG,2,
7282,1.3,Bundle,28/01/2019,28/01/2020,0.999315537,0,0,0,HBACK,2,
5726,1.39,Bundle,07/07/2019,07/07/2020,0.317590691,0,0,0,HBACK,3,
2930,1.51,Bundle,12/07/2019,12/07/2020,0.06844627,0,0,0,HBACK,2,
1536,1.49,Bundle,23/02/2019,23/02/2020,0.405201917,0,0,0,HBACK,2,
2967,2.67,Bundle,18/07/2019,18/07/2020,0.536618754,0,0,0,HBACK,1,
7210,1.75,Bundle,18/05/2019,18/05/2020,0.971937029,0,0,0,SEDAN,2,
4244,0.79,Bundle,29/06/2019,29/06/2020,0.353182752,0,0,0,HBACK,3,
1080,3.68,Bundle,25/07/2019,25/07/2020,0.34770705,0,0,0,UTE,1,
1845,3.43,Bundle,10/11/2019,10/11/2020,0.317590691,0,0,0,STNWG,2,
2149,1.22,Bundle,15/09/2019,15/09/2020,0.777549624,0,0,0,HDTOP,4,
6955,0.38,Bundle,31/01/2019,31/01/2020,0.750171116,0,0,0,HBACK,4,
3449,1.48,Bundle,11/05/2019,11/05/2020,0.6954141,0,0,0,HBACK,2,
9892,3.14,Bundle,08/04/2019,08/04/2020,0.306639288,0,0,0,UTE,2,
6908,1.16,Single,29/06/2019,29/06/2020,0.596851472,1,2,739.2299995,STNWG,4,06/09/2019
3122,4.17,Single,09/10/2019,09/10/2020,0.722792608,0,0,0,STNWG,2,
3720,3.05,Single,19/02/2019,19/02/2020,0.229979466,0,0,0,STNWG,2,
5538,1.15,Bundle,14/12/2019,14/12/2020,0.616016427,0,0,0,HBACK,3,
5271,1.43,Bundle,19/09/2019,19/09/2020,0.38329911,0,0,0,SEDAN,3,
4386,0.43,Bundle,30/11/2019,30/11/2020,0.38329911,0,0,0,SEDAN,4,
1052,1.51,Bundle,10/10/2019,10/10/2020,0.17522245,0,0,0,SEDAN,3,
8479,1.74,Bundle,10/05/2019,10/05/2020,0.257357974,0,0,0,SEDAN,2,
8162,3.98,Bundle,20/06/2019,20/06/2020,0.616016427,0,0,0,STNWG,2,
2532,2.13,Bundle,01/02/2019,01/02/2020,0.900752909,0,0,0,HDTOP,2,
2374,1.02,Bundle,17/11/2019,17/11/2020,0.616016427,0,0,0,HBACK,4,
9596,1.78,Bundle,09/12/2019,09/12/2020,0.618754278,0,0,0,SEDAN,2,
6292,1.13,Bundle,26/12/2019,26/12/2020,0.093086927,0,0,0,STNWG,4,
3212,2.22,Single,18/01/2019,18/01/2020,0.391512663,0,0,0,HDTOP,3,
4911,1.55,Bundle,20/09/2019,20/09/2020,0.646132786,0,0,0,HBACK,2,
6500,0.41,Bundle,05/01/2019,05/01/2020,0.229979466,0,0,0,SEDAN,4,
2009,1.45,Bundle,11/09/2019,11/09/2020,0.199863108,0,0,0,SEDAN,2,
5699,1.07,Bundle,04/03/2019,04/03/2020,0.229979466,0,0,0,SEDAN,3,
9091,2.79,Bundle,03/12/2019,03/12/2020,0.377823409,0,0,0,SEDAN,1,
8340,2.01,Bundle,10/08/2019,10/08/2020,0.646132786,0,0,0,HDTOP,3,
4818,1.23,Bundle,18/08/2019,18/08/2020,0.772073922,0,0,0,HBACK,2,
2730,1.41,Bundle,12/11/2019,12/11/2020,0.999315537,0,0,0,SEDAN,2,
6364,0.92,Bundle,22/02/2019,22/02/2020,0.249144422,0,0,0,HBACK,3,
6953,3,Bundle,02/03/2019,02/03/2020,0.613278576,1,1,6372.029999,STNWG,3,29/05/2019
1445,1.75,Bundle,31/03/2019,31/03/2020,0.221765914,0,0,0,HBACK,2,
9440,1.03,Bundle,02/12/2019,02/12/2020,0.646132786,0,0,0,HBACK,2,
9703,1.26,Bundle,25/07/2019,25/07/2020,0.046543463,0,0,0,HBACK,2,
5217,3.22,Bundle,15/03/2019,15/03/2020,0.309377139,0,0,0,HDTOP,2,
5390,0.66,Bundle,30/10/2019,30/10/2020,0.851471595,0,0,0,HBACK,4,
4358,1.12,Bundle,27/10/2019,27/10/2020,0.309377139,0,0,0,HBACK,3,
1783,1,Bundle,06/07/2019,06/07/2020,0.224503765,0,0,0,HBACK,3,
1410,0.48,Bundle,31/08/2019,31/08/2020,0.908966461,0,0,0,SEDAN,4,
7960,1.3,Bundle,27/11/2019,27/11/2020,0.224503765,0,0,0,HBACK,2,
9780,0.89,Bundle,11/02/2019,11/02/2020,0.095824778,0,0,0,SEDAN,4,
3288,0.95,Bundle,16/05/2019,16/05/2020,0.027378508,0,0,0,SEDAN,3,
7254,1.29,Bundle,17/06/2019,17/06/2020,0.087611225,0,0,0,SEDAN,3,
6637,0.41,Bundle,20/02/2019,20/02/2020,0.906228611,0,0,0,HBACK,4,
2701,0.73,Bundle,22/07/2019,22/07/2020,0.457221081,0,0,0,SEDAN,4,
2612,0.71,Single,08/01/2019,08/01/2020,0.235455168,0,0,0,HBACK,4,
3141,4.31,Bundle,13/08/2019,13/08/2020,0.744695414,0,0,0,STNWG,2,
8961,4.23,Bundle,05/08/2019,05/08/2020,0.221765914,0,0,0,STNWG,1,
3202,0.39,Bundle,30/08/2019,30/08/2020,0.906228611,0,0,0,SEDAN,4,
2632,1.749,Bundle,11/02/2019,11/02/2020,0.413415469,1,1,13589.78995,HBACK,1,09/07/2019
9558,1.88,Bundle,27/10/2019,27/10/2020,0.090349076,0,0,0,STNWG,3,
7111,1.32,Bundle,25/12/2019,25/12/2020,0.147843943,0,0,0,STNWG,4,
8911,1.46,Bundle,29/07/2019,29/07/2020,0.720054757,0,0,0,MIBUS,3,
3428,1.29,Bundle,03/07/2019,03/07/2020,0.851471595,0,0,0,SEDAN,3,
5096,1.45,Bundle,28/09/2019,28/09/2020,0.999315537,0,0,0,TRUCK,4,
4003,0.67,Bundle,22/08/2019,22/08/2020,0.147843943,0,0,0,STNWG,4,
7221,1.29,Bundle,14/06/2019,14/06/2020,0.911704312,0,0,0,SEDAN,3,
1947,1.97,Single,02/03/2019,02/03/2020,0.334017796,0,0,0,STNWG,2,
9393,3.64,Bundle,12/07/2019,12/07/2020,0.317590691,0,0,0,STNWG,2,
9601,1.77,Bundle,22/02/2019,22/02/2020,0.224503765,0,0,0,STNWG,3,
6743,1.39,Bundle,12/06/2019,12/06/2020,0.525667351,0,0,0,UTE,3,
5587,4.78,Bundle,25/07/2019,25/07/2020,0.911704312,0,0,0,STNWG,2,
1007,4.17,Bundle,10/10/2019,10/10/2020,0.733744011,0,0,0,STNWG,2,
6047,1.92,Bundle,28/11/2019,28/11/2020,0.090349076,0,0,0,HDTOP,3,
7766,1.83,Single,09/04/2019,09/04/2020,0.777549624,0,0,0,STNWG,3,
7879,1.48,Bundle,11/05/2019,11/05/2020,0.093086927,0,0,0,HBACK,3,
3707,3.02,Bundle,27/10/2019,27/10/2020,0.925393566,0,0,0,STNWG,3,
6959,2.71,Bundle,10/01/2019,10/01/2020,0.925393566,0,0,0,STNWG,2,
7544,1.86,Bundle,12/06/2019,12/06/2020,0.073921971,0,0,0,HBACK,2,
3551,4.79,Bundle,30/07/2019,30/07/2020,0.339493498,0,0,0,STNWG,2,
8950,3.57,Bundle,25/03/2019,25/03/2020,0.095824778,0,0,0,HBACK,2,
4642,1.59,Bundle,17/09/2019,17/09/2020,0.221765914,0,0,0,SEDAN,2,
7141,3.99,Bundle,08/09/2019,08/09/2020,0.5229295,0,0,0,STNWG,2,
9311,1.91,Bundle,06/06/2019,06/06/2020,0.306639288,0,0,0,SEDAN,2,
1403,0.31,Bundle,30/04/2019,30/04/2020,0.221765914,0,0,0,SEDAN,4,
3600,0.39,Bundle,16/05/2019,16/05/2020,0.254620123,0,0,0,HBACK,4,
7373,3.08,Bundle,13/04/2019,13/04/2020,0.027378508,0,0,0,HDTOP,3,
2852,0.53,Bundle,06/06/2019,06/06/2020,0.232717317,0,0,0,HBACK,4,
5489,1.9,Bundle,21/07/2019,21/07/2020,0.851471595,0,0,0,SEDAN,1,
9262,4.7,Single,25/11/2019,25/11/2020,0.848733744,0,0,0,STNWG,1,
6699,3.76,Bundle,20/06/2019,20/06/2020,0.848733744,1,1,623.4499998,UTE,1,21/11/2019
9099,1.75,Bundle,14/09/2019,14/09/2020,0.246406571,0,0,0,SEDAN,3,
7597,5.97,Bundle,03/09/2019,03/09/2020,0.837782341,0,0,0,SEDAN,1,
9901,2.64,Single,16/01/2019,16/01/2020,0.03559206,0,0,0,UTE,3,
1153,0.96,Bundle,11/06/2019,11/06/2020,0.922655715,0,0,0,SEDAN,4,
6659,1.7,Bundle,11/09/2019,11/09/2020,0.306639288,0,0,0,SEDAN,2,
9166,4.08,Bundle,11/01/2019,11/01/2020,0.922655715,0,0,0,STNWG,1,
1912,2.46,Bundle,08/06/2019,08/06/2020,0.446269678,0,0,0,STNWG,3,
6786,1.26,Bundle,01/05/2019,01/05/2020,0.6954141,1,1,498.3499994,STNWG,3,22/02/2020
9360,1.1,Bundle,27/12/2019,27/12/2020,0.687200548,1,2,400,SEDAN,4,17/05/2020
5374,1.57,Bundle,13/07/2019,13/07/2020,0.5229295,0,0,0,HBACK,1,
4604,0.81,Bundle,10/08/2019,10/08/2020,0.246406571,0,0,0,STNWG,4,
9924,0.84,Bundle,01/04/2019,01/04/2020,0.002737851,0,0,0,HBACK,3,
9699,2.05,Bundle,29/12/2019,29/12/2020,0.098562628,0,0,0,SEDAN,1,
3622,1.74,Bundle,11/10/2019,11/10/2020,0.62422998,0,0,0,UTE,3,
8943,4.7,Bundle,05/01/2019,05/01/2020,0.848733744,0,0,0,STNWG,1,
6868,1.28,Bundle,28/09/2019,28/09/2020,0.114989733,0,0,0,SEDAN,3,
2088,2.89,Bundle,03/07/2019,03/07/2020,0.5229295,0,0,0,MIBUS,3,
9330,0.99,Bundle,23/12/2019,23/12/2020,0.197125257,0,0,0,SEDAN,4,
4489,2.27,Bundle,07/10/2019,07/10/2020,0.145106092,1,1,200,SEDAN,1,27/02/2020
1127,1.31,Bundle,28/11/2019,28/11/2020,0.145106092,0,0,0,SEDAN,3,
3829,0.99,Single,28/10/2019,28/10/2020,0.145106092,0,0,0,STNWG,3,
